Order_id,old_taxonID_linked_genome_sequence,new_taxonID_in_Fig.1,No. Complete and single-copy,No. Complete and duplicated,No. Fragmented,Missing,No. Complete and single-copy(pct),CUG_usage,#Organism Name linked to NCBI record,Strain linked to NCBI record,species linked to NCBI record,genus linked to NCBI record,family/clade linked to NCBI record,order linked to NCBI record,class linked to NCBI record,subphyum linked to NCBI record,phyum linked to NCBI record,Current species name in Mycobank,genus in Mycobank, family in Mycobank,order in Mycobank,class in Mycobank,subphylum in Mycobank,phylum in Mycobank,Assembly,Link
1358,Leucosporidium_scottii,Leucosporidium_scottii,272,2,7,9,93.79310345,Leu,Leucosporidium scottii,PYCC 4405,Leucosporidium scottii,Leucosporidium,Leucosporidiaceae,Leucosporidiales,Microbotryomycetes,Pucciniomycotina,Basidiomycota,Leucosporidium scottii,Leucosporidium,no_rank,Leucosporidiales,Microbotryomycetes,Pucciniomycotina,Basidiomycota,GCA_003054985.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/054/985/GCA_003054985.1_ASM305498v1
1359,Lyophyllum_shimeji,Lyophyllum_shimeji,272,4,2,12,93.79310345,Leu,Lyophyllum shimeji,JCM 30591,Lyophyllum shimeji,Lyophyllum,Lyophyllaceae,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,Lyophyllum shimeji,Lyophyllum,Lyophyllaceae,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,GCA_001950515.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/950/515/GCA_001950515.1_JCM_30591_assembly_v001
1360,Moniliophthora_roreri,Moniliophthora_roreri,272,1,6,11,93.79310345,Leu,Moniliophthora roreri,MCA 2952,Moniliophthora roreri,Moniliophthora,Marasmiaceae,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,Moniliophthora roreri,Moniliophthora,Marasmiaceae,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,GCA_001466705.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/466/705/GCA_001466705.1_ASM146670v1
1361,Papiliotrema_laurentii,Papiliotrema_laurentii,272,0,5,13,93.79310345,Leu,Papiliotrema laurentii RY1,RY1,Papiliotrema laurentii,Papiliotrema,Rhynchogastremataceae,Tremellales,Tremellomycetes,Agaricomycotina,Basidiomycota,Papiliotrema laurentii,Papiliotrema,no_rank,Tremellales,Tremellomycetes,Agaricomycotina,Basidiomycota,GCA_000738825.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/738/825/GCA_000738825.1_ASM73882v1
1362,Piloderma_croceum,Piloderma_croceum,272,6,5,7,93.79310345,Leu,Piloderma croceum F 1598,F 1598,Piloderma croceum,Piloderma,Atheliaceae,Atheliales,Agaricomycetes,Agaricomycotina,Basidiomycota,Piloderma fallax,Piloderma,Atheliaceae,Atheliales,Agaricomycetes,Agaricomycotina,Basidiomycota,GCA_000827315.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/315/GCA_000827315.1_Piloderma_croceum_F_1598_v1.0
1363,Psathyrella_aberdarensis,Psathyrella_aberdarensis,272,10,4,4,93.79310345,Leu,Psathyrella aberdarensis,IHI B618,Psathyrella aberdarensis,Psathyrella,Psathyrellaceae,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,Psathyrella aberdarensis,Psathyrella,Psathyrellaceae,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,GCA_004126415.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/126/415/GCA_004126415.1_ASM412641v1
1364,Russula_lepida,Russula_lepida,272,2,4,12,93.79310345,Leu,Russula lepida,MG46,Russula lepida,Russula,Russulaceae,Russulales,Agaricomycetes,Agaricomycotina,Basidiomycota,Russula lepida,Russula,Russulaceae,Russulales,Agaricomycetes,Agaricomycotina,Basidiomycota,GCA_003316425.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/316/425/GCA_003316425.1_ASM331642v1
1365,Sparassis_latifolia,Sparassis_latifolia,272,4,1,13,93.79310345,Leu,Sparassis latifolia,minxiu NO.1,Sparassis latifolia,Sparassis,Sparassidaceae,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,Sparassis latifolia,Sparassis,Sparassidaceae,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,GCA_002607745.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/607/745/GCA_002607745.1_ASM260774v1
1366,Suillus_luteus,Suillus_luteus,272,2,2,14,93.79310345,Leu,Suillus luteus UH-Slu-Lm8-n1,UH-Slu-Lm8-n1,Suillus luteus,Suillus,Suillaceae,Boletales,Agaricomycetes,Agaricomycotina,Basidiomycota,Suillus luteus,Suillus,Suillaceae,Boletales,Agaricomycetes,Agaricomycotina,Basidiomycota,GCA_000827255.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/255/GCA_000827255.1_Suilu1
1367,Tricholoma_matsutake,Tricholoma_matsutake,272,2,5,11,93.79310345,Leu,Tricholoma matsutake,KMCC04578,Tricholoma matsutake,Tricholoma,Tricholomataceae,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,Tricholoma matsutake,Tricholoma,Tricholomataceae,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,GCA_002939025.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/939/025/GCA_002939025.2_ASM293902v2
1368,Agaricales_sp._HM26F1,Agaricales_sp._HM26F1,273,0,3,14,94.13793103,Leu,Agaricales sp. HM26-F1,HM26-F1,Agaricales sp. HM26-F1,no_rank,no_rank,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,NA,no_rank,no_rank,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,GCA_002718315.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/718/315/GCA_002718315.1_ASM271831v1
1369,Apiotrichum_domesticum,Apiotrichum_domesticum,273,0,7,10,94.13793103,Leu,Apiotrichum domesticum,JCM 9580,Apiotrichum domesticum,Apiotrichum,Trichosporonaceae,Trichosporonales,Tremellomycetes,Agaricomycotina,Basidiomycota,Apiotrichum domesticum,Apiotrichum,Trichosporonaceae,Trichosporonales,Tremellomycetes,Agaricomycotina,Basidiomycota,GCA_001599015.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/599/015/GCA_001599015.1_JCM_9580_assembly_v001
1370,Auricularia_subglabra,Auricularia_subglabra,273,9,2,6,94.13793103,Leu,Auricularia subglabra TFB-10046 SS5,TFB-10046 SS5,Auricularia subglabra,Auricularia,Auriculariaceae,Auriculariales,Agaricomycetes,Agaricomycotina,Basidiomycota,Auricularia subglabra,Auricularia,Auriculariaceae,Auriculariales,Agaricomycetes,Agaricomycotina,Basidiomycota,GCA_000265015.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/265/015/GCA_000265015.1_Auricularia_subglabra_SS-5_V1.0
1371,Botryobasidium_botryosum,Botryobasidium_botryosum,273,3,5,9,94.13793103,Leu,Botryobasidium botryosum FD-172 SS1,FD-172 SS1,Botryobasidium botryosum,Botryobasidium,Botryobasidiaceae,Cantharellales,Agaricomycetes,Agaricomycotina,Basidiomycota,Botryobasidium vagum,Botryobasidium,Botryobasidiaceae,Cantharellales,Agaricomycetes,Agaricomycotina,Basidiomycota,GCA_000697705.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/697/705/GCA_000697705.1_Botbo1
1372,Cryptococcus_amylolentus,Cryptococcus_amylolentus,273,2,4,11,94.13793103,Leu,Cryptococcus amylolentus CBS 6273,CBS 6273,Cryptococcus amylolentus,Cryptococcus,Cryptococcaceae,Tremellales,Tremellomycetes,Agaricomycotina,Basidiomycota,Cryptococcus amylolentus,Cryptococcus,Cryptococcaceae,Tremellales,Tremellomycetes,Agaricomycotina,Basidiomycota,GCA_001720235.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/720/235/GCA_001720235.1_Cryp_amyl_CBS6273_V2
1373,Cryptococcus_wingfieldii,Cryptococcus_wingfieldii,273,2,2,13,94.13793103,Leu,Cryptococcus wingfieldii,CBS7118,Cryptococcus wingfieldii,Cryptococcus,Cryptococcaceae,Tremellales,Tremellomycetes,Agaricomycotina,Basidiomycota,Cryptococcus wingfieldii,Cryptococcus,Cryptococcaceae,Tremellales,Tremellomycetes,Agaricomycotina,Basidiomycota,GCA_006149155.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/149/155/GCA_006149155.1_ASM614915v1
1374,Gymnopus_luxurians,Gymnopus_luxurians,273,1,4,12,94.13793103,Leu,Gymnopus luxurians FD-317 M1,FD-317 M1,Gymnopus luxurians,Gymnopus,Omphalotaceae,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,Marasmiellus luxurians,Marasmiellus,Omphalotaceae,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,GCA_000827265.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/265/GCA_000827265.1_Gymlu1
1375,Jaminaea_rosea,Jaminaea_rosea,273,0,4,13,94.13793103,Leu,Jaminaea rosea,MCA 5214,Jaminaea rosea,Jaminaea,no_rank,Microstromatales,Exobasidiomycetes,Ustilaginomycotina,Basidiomycota,Jaminaea rosea,Jaminaea,no_rank,Microstromatales,Exobasidiomycetes,Ustilaginomycotina,Basidiomycota,GCA_003144245.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/144/245/GCA_003144245.1_Jamsp1
1376,Kwoniella_shandongensis,Kwoniella_shandongensis,273,1,3,13,94.13793103,Leu,Kwoniella shandongensis,CBS 12478,Kwoniella shandongensis,Kwoniella,Cryptococcaceae,Tremellales,Tremellomycetes,Agaricomycotina,Basidiomycota,Kwoniella shandongensis,Kwoniella,Cryptococcaceae,Tremellales,Tremellomycetes,Agaricomycotina,Basidiomycota,GCA_008629635.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/629/635/GCA_008629635.1_Kwon_shan_CBS_12478_V1
1377,Lignosus_rhinocerotis,Lignosus_rhinocerotis,273,4,4,9,94.13793103,Leu,Lignosus rhinocerotis TM02,TM02,Lignosus rhinocerotis,Lignosus,Polyporaceae,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,Lignosus rhinocerotis,Lignosus,Polyporaceae,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,GCA_000743315.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/743/315/GCA_000743315.1_LigRhi1.0
1378,Papiliotrema_flavescens,Papiliotrema_flavescens,273,1,5,11,94.13793103,Leu,Papiliotrema flavescens NRRL Y-50378,NRRL Y-50378,Papiliotrema flavescens,Papiliotrema,Rhynchogastremataceae,Tremellales,Tremellomycetes,Agaricomycotina,Basidiomycota,Papiliotrema flavescens,Papiliotrema,no_rank,Tremellales,Tremellomycetes,Agaricomycotina,Basidiomycota,GCA_000442785.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/442/785/GCA_000442785.1_Cf_30_300r_Split10plusN
1379,Phaeotremella_skinneri,Phaeotremella_skinneri,273,1,3,13,94.13793103,Leu,Phaeotremella skinneri,JCM 9039,Phaeotremella skinneri,Phaeotremella,Phaeotremellaceae,Tremellales,Tremellomycetes,Agaricomycotina,Basidiomycota,Phaeotremella foliacea,Phaeotremella,Tremellaceae,Tremellales,Tremellomycetes,Agaricomycotina,Basidiomycota,GCA_001599695.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/599/695/GCA_001599695.1_JCM_9039_assembly_v001
1380,Takashimella_koratensis,Takashimella_koratensis,273,1,4,12,94.13793103,Leu,Takashimella koratensis,JCM 12878,Takashimella koratensis,Takashimella,Tetragoniomycetaceae,Trichosporonales,Tremellomycetes,Agaricomycotina,Basidiomycota,Takashimella koratensis,Takashimella,no_rank,Trichosporonales,Tremellomycetes,Agaricomycotina,Basidiomycota,GCA_003116875.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/116/875/GCA_003116875.1_JCM_12878_assembly_v001
1381,Tilletiaria_anomala,Tilletiaria_anomala,273,1,5,11,94.13793103,Leu,Tilletiaria anomala UBC 951,UBC 951,Tilletiaria anomala,Tilletiaria,Tilletiariaceae,Georgefischeriales,Exobasidiomycetes,Ustilaginomycotina,Basidiomycota,Tilletiaria anomala,Tilletiaria,Tilletiariaceae,Georgefischeriales,Exobasidiomycetes,Ustilaginomycotina,Basidiomycota,GCA_000711695.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/711/695/GCA_000711695.1_Tilletiaria_anomala_UBC_951_v1.0
1382,Apiotrichum_gracile,Apiotrichum_gracile,274,0,5,11,94.48275862,Leu,Apiotrichum gracile,JCM 10018,Apiotrichum gracile,Apiotrichum,Trichosporonaceae,Trichosporonales,Tremellomycetes,Agaricomycotina,Basidiomycota,Apiotrichum gracile,Apiotrichum,Trichosporonaceae,Trichosporonales,Tremellomycetes,Agaricomycotina,Basidiomycota,GCA_001600335.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/600/335/GCA_001600335.1_JCM_10018_assembly_v001
1383,Apiotrichum_montevideense,Apiotrichum_montevideense,274,0,4,12,94.48275862,Leu,Apiotrichum montevideense,JCM 9937,Apiotrichum montevideense,Apiotrichum,Trichosporonaceae,Trichosporonales,Tremellomycetes,Agaricomycotina,Basidiomycota,Apiotrichum montevideense,Apiotrichum,Trichosporonaceae,Trichosporonales,Tremellomycetes,Agaricomycotina,Basidiomycota,GCA_001598995.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/598/995/GCA_001598995.1_JCM_9937_assembly_v001
1384,Armillaria_cepistipes,Armillaria_cepistipes,274,5,2,9,94.48275862,Leu,Armillaria cepistipes,B5,Armillaria cepistipes,Armillaria,Physalacriaceae,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,Armillaria cepistipes,Armillaria,Physalacriaceae,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,GCA_900157415.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/415/GCA_900157415.1_version_2
1385,Bullera_alba,Bullera_alba,274,0,6,10,94.48275862,Leu,Bullera alba,JCM 2954,Bullera alba,Bullera,Bulleraceae,Tremellales,Tremellomycetes,Agaricomycotina,Basidiomycota,Bullera alba,Bullera,Bulleraceae,Tremellales,Tremellomycetes,Agaricomycotina,Basidiomycota,GCA_001600095.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/600/095/GCA_001600095.1_JCM_2954_assembly_v001
1386,Cystobasidium_pallidum,Cystobasidium_pallidum,274,1,5,10,94.48275862,Leu,Cystobasidium pallidum,JCM 3780,Cystobasidium pallidum,Cystobasidium,Cystobasidiaceae,Cystobasidiales,Cystobasidiomycetes,Pucciniomycotina,Basidiomycota,Cystobasidium pallidum,Cystobasidium,Cystobasidiaceae,Cystobasidiales,Cystobasidiomycetes,Pucciniomycotina,Basidiomycota,GCA_001599955.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/599/955/GCA_001599955.1_JCM_3780_assembly_v001
1387,Holtermannia_corniformis,Holtermannia_corniformis,274,1,4,11,94.48275862,Leu,Holtermannia corniformis,JCM 1743,Holtermannia corniformis,Holtermannia,no_rank,Holtermanniales,Tremellomycetes,Agaricomycotina,Basidiomycota,Holtermannia corniformis,Holtermannia,Holtermanniaceae,Holtermanniales,Tremellomycetes,Agaricomycotina,Basidiomycota,GCA_001599935.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/599/935/GCA_001599935.1_JCM_1743_assembly_v001
1388,Phlebiopsis_gigantea,Phlebiopsis_gigantea,274,3,2,11,94.48275862,Leu,Phlebiopsis gigantea 11061_1 CR5-6,11061_1 CR5-6,Phlebiopsis gigantea,Phlebiopsis,Phanerochaetaceae,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,Phlebiopsis gigantea,Phlebiopsis,Phanerochaetaceae,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,GCA_000832265.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/265/GCA_000832265.1_Phlgi1
1389,Pleurotus_ostreatus,Pleurotus_ostreatus,274,5,3,8,94.48275862,Leu,Pleurotus ostreatus,CCMSSC00389,Pleurotus ostreatus,Pleurotus,Pleurotaceae,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,Pleurotus ostreatus,Pleurotus,Pleurotaceae,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,GCA_001956935.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/956/935/GCA_001956935.2_CCMSSC00389_v2
1390,Pleurotus_tuberregium,Pleurotus_tuberregium,274,2,3,11,94.48275862,Leu,Pleurotus tuber-regium,KL18,Pleurotus tuber-regium,Pleurotus,Pleurotaceae,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,Lentinus tuber-regium,Lentinus,Pleurotaceae,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,GCA_003314355.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/314/355/GCA_003314355.1_CUFNS_Cheung_Ptr_1.0
1391,Pluteus_cervinus,Pluteus_cervinus,274,3,3,10,94.48275862,Leu,Pluteus cervinus,NL-1719,Pluteus cervinus,Pluteus,Pluteaceae,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,Pluteus cervinus,Pluteus,Pluteaceae,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,GCA_004369065.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/369/065/GCA_004369065.1_Plucer1
1392,Rhodotorula_diobovata,Rhodotorula_diobovata,274,2,4,10,94.48275862,Leu,Rhodotorula diobovata,UCD-FST 08-225,Rhodotorula diobovata,Rhodotorula,Sporidiobolaceae,Sporidiobolales,Microbotryomycetes,Pucciniomycotina,Basidiomycota,Rhodotorula diobovata,Rhodotorula,Sporidiobolaceae,Sporidiobolales,Microbotryomycetes,Pucciniomycotina,Basidiomycota,GCA_006352295.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/352/295/GCA_006352295.1_UMAN_Rdio_1.0
1393,Saitozyma_podzolica,Saitozyma_podzolica,274,1,1,14,94.48275862,Leu,Saitozyma podzolica,DSM 27192,Saitozyma podzolica,Saitozyma,Trimorphomycetaceae,Tremellales,Tremellomycetes,Agaricomycotina,Basidiomycota,Saitozyma podzolica,Saitozyma,Trimorphomycetaceae,Tremellales,Tremellomycetes,Agaricomycotina,Basidiomycota,GCA_003942215.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/215/GCA_003942215.1_ASM394221v1
1394,Steccherinum_ochraceum,Steccherinum_ochraceum,274,2,2,12,94.48275862,Leu,Steccherinum ochraceum,LE-BIN_3174,Steccherinum ochraceum,Steccherinum,Steccherinaceae,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,Steccherinum ochraceum,Steccherinum,Meruliaceae,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,GCA_004332605.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/332/605/GCA_004332605.1_INBI_StOhra_v1.0
1395,Termitomyces_sp._MG145,Termitomyces_sp._MG145,274,1,6,9,94.48275862,Leu,Termitomyces sp. MG145,MG145,Termitomyces sp. MG145,Termitomyces,Lyophyllaceae,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,NA,Termitomyces,Lyophyllaceae,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,GCA_003313055.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/313/055/GCA_003313055.1_ASM331305v1
1396,Violaceomyces_palustris,Violaceomyces_palustris,274,2,10,4,94.48275862,Leu,Violaceomyces palustris,SA 807,Violaceomyces palustris,Violaceomyces,Violaceomycetaceae,Violaceomycetales,Ustilaginomycetes,Ustilaginomycotina,Basidiomycota,Violaceomyces palustris,Violaceomyces,Violaceomycetaceae,Violaceomycetales,Ustilaginomycetes,Ustilaginomycotina,Basidiomycota,GCA_003144235.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/144/235/GCA_003144235.1_Ustsp1
1397,Amanita_inopinata,Amanita_inopinata,275,0,5,10,94.82758621,Leu,Amanita inopinata Kibby_2008,Kibby_2008,Amanita inopinata,Amanita,Amanitaceae,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,Saproamanita inopinata,Saproamanita,Amanitaceae,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,GCA_001691775.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/691/775/GCA_001691775.2_ASM169177v2
1398,Armillaria_gallica,Armillaria_gallica,275,3,3,9,94.82758621,Leu,Armillaria gallica,Ar21-2,Armillaria gallica,Armillaria,Physalacriaceae,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,Armillaria lutea,Armillaria,Physalacriaceae,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,GCA_002307695.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/307/695/GCA_002307695.1_Armga1
1399,Armillaria_ostoyae,Armillaria_ostoyae,275,4,5,6,94.82758621,Leu,Armillaria ostoyae,C18/9,Armillaria ostoyae,Armillaria,Physalacriaceae,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,Armillaria solidipes,Armillaria,Physalacriaceae,Agaricales,Agaricomycetes,Agaricomycotina,Basidiomycota,GCA_900157425.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/425/GCA_900157425.1_version_2
1400,Cryptococcus_sp._JCM_24511,Cryptococcus_sp._JCM_24511,275,0,2,13,94.82758621,Leu,Cryptococcus sp. JCM 24511,JCM 24511,Cryptococcus sp. JCM 24511,Cryptococcus,Cryptococcaceae,Tremellales,Tremellomycetes,Agaricomycotina,Basidiomycota,NA,Cryptococcus,Cryptococcaceae,Tremellales,Tremellomycetes,Agaricomycotina,Basidiomycota,GCA_001600855.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/600/855/GCA_001600855.1_JCM_24511_assembly_v001
1401,Cystobasidiopsis_lactophilus,Cystobasidiopsis_lactophilus,275,2,4,9,94.82758621,Leu,Cystobasidiopsis lactophilus,JCM 7595,Cystobasidiopsis lactophilus,Cystobasidiopsis,Chionosphaeraceae,Agaricostilbales,Agaricostilbomycetes,Pucciniomycotina,Basidiomycota,Cystobasidiopsis lactophila,Cystobasidiopsis,Chionosphaeraceae,Agaricostilbales,Agaricostilbomycetes,Pucciniomycotina,Basidiomycota,GCA_001599975.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/599/975/GCA_001599975.1_JCM_7595_assembly_v001
1402,Dacryopinax_primogenitus,Dacryopinax_primogenitus,275,4,3,8,94.82758621,Leu,Dacryopinax primogenitus,DJM-731 SS1,Dacryopinax primogenitus,Dacryopinax,Dacrymycetaceae,Dacrymycetales,Dacrymycetes,Agaricomycotina,Basidiomycota,Dacryopinax primogenitus,Dacryopinax,Dacrymycetaceae,Dacrymycetales,Dacrymycetes,Agaricomycotina,Basidiomycota,GCA_000292625.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/292/625/GCA_000292625.1_Dacryopinax_sp._DJM_731_SSP1_v1.0
1403,Erythrobasidium_yunnanense,Erythrobasidium_yunnanense,275,3,7,5,94.82758621,Leu,Erythrobasidium yunnanense,JCM 10687,Erythrobasidium yunnanense,Erythrobasidium,Erythrobasidiaceae,Erythrobasidiales,Cystobasidiomycetes,Pucciniomycotina,Basidiomycota,Erythrobasidium yunnanense,Erythrobasidium,Erythrobasidiaceae,Erythrobasidiales,Cystobasidiomycetes,Pucciniomycotina,Basidiomycota,GCA_001600175.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/600/175/GCA_001600175.1_JCM_10687_assembly_v001
1404,Ganoderma_sinense,Ganoderma_sinense,275,4,1,10,94.82758621,Leu,Ganoderma sinense ZZ0214-1,ZZ0214-1,Ganoderma sinense,Ganoderma,Polyporaceae,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,Ganoderma sinense,Ganoderma,Ganodermataceae,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,GCA_002760635.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/760/635/GCA_002760635.1_GanSi1.6
1405,Jaapia_argillacea,Jaapia_argillacea,275,4,5,6,94.82758621,Leu,Jaapia argillacea MUCL 33604,MUCL 33604,Jaapia argillacea,Jaapia,Jaapiaceae,Jaapiales,Agaricomycetes,Agaricomycotina,Basidiomycota,Jaapia argillacea,Jaapia,no_rank,no_rank,Agaricomycetes,Agaricomycotina,Basidiomycota,GCA_000697665.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/697/665/GCA_000697665.1_Jaaar1
1406,Kwoniella_dejecticola,Kwoniella_dejecticola,275,1,2,12,94.82758621,Leu,Kwoniella dejecticola CBS 10117,CBS 10117,Kwoniella dejecticola,Kwoniella,Cryptococcaceae,Tremellales,Tremellomycetes,Agaricomycotina,Basidiomycota,Kwoniella dejecticola,Kwoniella,Cryptococcaceae,Tremellales,Tremellomycetes,Agaricomycotina,Basidiomycota,GCA_000512565.2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/565/GCA_000512565.2_Cryp_deje_CBS10117_V1
1407,Microbotryum_lychnidisdioicae,Microbotryum_lychnidisdioicae,275,3,4,8,94.82758621,Leu,Microbotryum lychnidis-dioicae,,Microbotryum lychnidis-dioicae,Microbotryum,Microbotryaceae,Microbotryales,Microbotryomycetes,Pucciniomycotina,Basidiomycota,Microbotryum lychnidis-dioicae,Microbotryum,Microbotryaceae,Microbotryales,Microbotryomycetes,Pucciniomycotina,Basidiomycota,GCA_900010185.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/010/185/GCA_900010185.1_MvSl-Chernobyl-1105-1-G1-20141016
1408,Microbotryum_silenesacaulis,Microbotryum_silenesacaulis,275,2,4,9,94.82758621,Leu,Microbotryum silenes-acaulis,1248,Microbotryum silenes-acaulis,Microbotryum,Microbotryaceae,Microbotryales,Microbotryomycetes,Pucciniomycotina,Basidiomycota,Microbotryum silenes-acaulis,Microbotryum,Microbotryaceae,Microbotryales,Microbotryomycetes,Pucciniomycotina,Basidiomycota,GCA_003665825.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/665/825/GCA_003665825.1_ASM366582v1
1409,Phlebia_centrifuga,Phlebia_centrifuga,275,2,3,10,94.82758621,Leu,Phlebia centrifuga,DSM 108282,Phlebia centrifuga,Phlebia,Meruliaceae,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,Phlebia centrifuga,Phlebia,Meruliaceae,Polyporales,Agaricomycetes,Agaricomycotina,Basidiomycota,GCA_004802665.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/802/665/GCA_004802665.1_ASM480266v1
